Title,Time,Stock
100 startups participate in Maxis' Market Access Day | The Edge Markets,2019-12-12T23:50:12+08:00,maxis 
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon | The Edge Markets",2020-08-27T13:00:00+08:00,pensoni 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,digista 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,orion 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,xox 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,kanger 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,plabs 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,pbbank 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,utdplt 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,zelan 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,johan 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,bpuri 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,puncak 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,hubline 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,cme 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,bornoil 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,ablegrp 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,sernkou 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,scgm 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,milux 
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan | The Edge Markets",2020-07-09T14:16:55+08:00,taliwrk 
ABM Fujiya inks MoU with Chinese firm for battery manufacturing plant | The Edge Markets,2019-10-09T18:45:54+08:00,afujiya 
"'Absurd' that Malaysia does not have LCCTs, says AirAsia chief Tony Fernandes | The Edge Markets",2019-09-11T21:55:29+08:00,airasia 
Abu Dhabi energy firm’s bid to annul RM46m claim against Sime Darby unit rejected | The Edge Markets,2019-10-11T17:29:39+08:00,sime 
Abu Sahid no longer a substantial shareholder of Ipmuda | The Edge Markets,2020-12-08T01:15:22+08:00,ipmuda 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,novamsc 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,rev 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,pasukgb 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,bstead 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,cihldg 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,iqgroup 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,bplant 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,chinhin 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,pccs 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,mcehldg 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,hoover 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,gpa 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,acme 
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan | The Edge Markets",2020-09-01T13:00:49+08:00,ahb 
"ACME, Asiapac, MESB, Parlo, TFP, YLI | The Edge Markets",2020-09-10T13:17:35+08:00,parlo 
"ACME, Asiapac, MESB, Parlo, TFP, YLI | The Edge Markets",2020-09-10T13:17:35+08:00,yli 
"ACME, Asiapac, MESB, Parlo, TFP, YLI | The Edge Markets",2020-09-10T13:17:35+08:00,acme 
"ACME, Asiapac, MESB, Parlo, TFP, YLI | The Edge Markets",2020-09-10T13:17:35+08:00,mesb 
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT | The Edge Markets",2020-10-19T13:28:14+08:00,boilerm 
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT | The Edge Markets",2020-10-19T13:28:14+08:00,tasco 
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT | The Edge Markets",2020-10-19T13:28:14+08:00,acme 
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT | The Edge Markets",2020-10-19T13:28:14+08:00,jaycorp 
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT | The Edge Markets",2020-10-19T13:28:14+08:00,salcon 
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT | The Edge Markets",2020-10-19T13:28:14+08:00,mahsing 
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT | The Edge Markets",2020-10-19T13:28:14+08:00,jiankun 
"Acme, DPI, Samchem, Pelangi, Prolexus, Sinmah | The Edge Markets",2020-10-07T13:48:04+08:00,samchem 
"Acme, DPI, Samchem, Pelangi, Prolexus, Sinmah | The Edge Markets",2020-10-07T13:48:04+08:00,acme 
"Acme, DPI, Samchem, Pelangi, Prolexus, Sinmah | The Edge Markets",2020-10-07T13:48:04+08:00,prlexus 
Acme inks collaboration to manufacture hardware devices for AI | The Edge Markets,2020-11-23T14:53:47+08:00,acme 
Acme proposes one-for-four bonus warrants; to raise up to RM22m to buy Penang land | The Edge Markets,2019-08-07T19:35:59+08:00,acme 
Acme says in 'exploratory stage' with Skymind on AI JV in response to UMA query | The Edge Markets,2020-10-19T15:29:34+08:00,acme 
Acoustech disposes of Johor land for RM6.4m | The Edge Markets,2021-03-05T17:58:52+08:00,acostec 
Acoustech plans to raise up to RM80m via RCPS | The Edge Markets,2020-03-06T21:47:51+08:00,acostec 
"Actress, entrepreneur Neelofa resigns as AirAsia Group director | The Edge Markets",2020-08-19T19:36:21+08:00,airasia 
"Acute shortage of ICU beds in Sabah, Kedah and Perak, other States operating at near full capacity, says Noor Hisham | The Edge Markets",2021-09-02T21:10:09+08:00,prkcorp 
"Additional aid of RM2.8 mil for farmers in Yan, Kuala Muda | The Edge Markets",2021-08-31T16:37:45+08:00,muda 
Adisorn Sermchaiwong is CIMB Thai's new CEO | The Edge Markets,2019-10-21T13:25:20+08:00,cimb 
Advance Synergy to buy back resort hotel for RM23m | The Edge Markets,2019-08-08T21:39:55+08:00,asb 
Advance Synergy disposes of land in Switzerland for RM27m | The Edge Markets,2020-07-09T21:16:41+08:00,asb 
"Advance Synergy, Malayan United Industries see rare heavy volume as Malaysia's new PM search begins | The Edge Markets",2021-08-18T23:59:00+08:00,asb 
"Advance Synergy, Malayan United Industries see rare heavy volume as Malaysia's new PM search begins | The Edge Markets",2021-08-18T23:59:00+08:00,muiind 
"Advance Synergy to sell office, factory in Shah Alam for RM124m | The Edge Markets",2019-10-04T13:04:04+08:00,asb 
Advance Synergy’s Indonesian unit offered RM1.66m out-of-court settlement | The Edge Markets,2020-03-19T21:59:00+08:00,asb 
"Advancecon, ARB, Axis REIT, Cypark, Gas Malaysia, Gunung Capital, IOI Corp, Majuperak and MUI | The Edge Markets",2019-12-24T23:09:08+08:00,ioicorp 
"Advancecon, ARB, Axis REIT, Cypark, Gas Malaysia, Gunung Capital, IOI Corp, Majuperak and MUI | The Edge Markets",2019-12-24T23:09:08+08:00,axreit 
"Advancecon, ARB, Axis REIT, Cypark, Gas Malaysia, Gunung Capital, IOI Corp, Majuperak and MUI | The Edge Markets",2019-12-24T23:09:08+08:00,gasmsia 
"Advancecon, ARB, Axis REIT, Cypark, Gas Malaysia, Gunung Capital, IOI Corp, Majuperak and MUI | The Edge Markets",2019-12-24T23:09:08+08:00,advcon 
"Advancecon, ARB, Axis REIT, Cypark, Gas Malaysia, Gunung Capital, IOI Corp, Majuperak and MUI | The Edge Markets",2019-12-24T23:09:08+08:00,gunung 
"Advancecon, ARB, Axis REIT, Cypark, Gas Malaysia, Gunung Capital, IOI Corp, Majuperak and MUI | The Edge Markets",2019-12-24T23:09:08+08:00,mjperak 
Advancecon bags RM14.6m ECRL subcontract | The Edge Markets,2021-03-02T21:18:20+08:00,advcon 
Advancecon bags RM19.85m earthworks in Klang | The Edge Markets,2020-07-14T19:56:42+08:00,advcon 
Advancecon bags RM21.27m construction contract | The Edge Markets,2019-12-24T20:08:19+08:00,advcon 
Advancecon bags RM29.8m ECRL earthworks subcontract | The Edge Markets,2020-09-17T19:41:59+08:00,advcon 
Advancecon bags RM50.5 mil worth of jobs | The Edge Markets,2019-10-15T19:03:52+08:00,advcon 
Advancecon bags two ECRL jobs worth RM80.8m | The Edge Markets,2020-09-02T19:24:00+08:00,advcon 
Advancecon bags RM60.6m ECRL subcontract | The Edge Markets,2021-01-26T15:42:24+08:00,advcon 
Advancecon bags subcontract job worth RM49.38m in Sarawak | The Edge Markets,2019-10-09T18:22:55+08:00,advcon 
"Advancecon, CNI, Jaycorp, Kumpulan Jetson, Kim Hin Joo, REDtone, Reservoir Link Energy | The Edge Markets",2021-04-13T13:39:00+08:00,redtone 
"Advancecon, CNI, Jaycorp, Kumpulan Jetson, Kim Hin Joo, REDtone, Reservoir Link Energy | The Edge Markets",2021-04-13T13:39:00+08:00,cni 
"Advancecon, CNI, Jaycorp, Kumpulan Jetson, Kim Hin Joo, REDtone, Reservoir Link Energy | The Edge Markets",2021-04-13T13:39:00+08:00,advcon 
"Advancecon, CNI, Jaycorp, Kumpulan Jetson, Kim Hin Joo, REDtone, Reservoir Link Energy | The Edge Markets",2021-04-13T13:39:00+08:00,jaycorp 
"Advancecon, CNI, Jaycorp, Kumpulan Jetson, Kim Hin Joo, REDtone, Reservoir Link Energy | The Edge Markets",2021-04-13T13:39:00+08:00,jetson 
Advancecon diversifies into quarry business via RM30m acquisition | The Edge Markets,2021-06-17T19:24:29+08:00,advcon 
Advancecon inks agreement with TNB to build and operate solar PV facility | The Edge Markets,2021-08-20T18:52:22+08:00,advcon 
"Advancecon inks two solar energy MoUs totalling 3,937 kWp | The Edge Markets",2020-07-17T13:45:44+08:00,advcon 
Advancecon lands Bangi township job worth RM83.82m | The Edge Markets,2019-07-31T13:50:43+08:00,advcon 
"Advancecon may rebound further, says RHB Retail Research | The Edge Markets",2019-11-20T08:29:05+08:00,advcon 
"Advancecon may rebound higher, says RHB Retail Research | The Edge Markets",2019-06-17T08:30:03+08:00,advcon 
Advancecon partners two businessmen to provide earthworks and engineering services in Sarawak | The Edge Markets,2020-08-18T22:54:40+08:00,advcon 
Advancecon rises 1.12% on bagging jobs worth RM50.49m | The Edge Markets,2019-10-16T09:30:55+08:00,advcon 
Advancecon rises 2.35% on bagging RM49.38m subcontract | The Edge Markets,2019-10-10T09:26:49+08:00,advcon 
Advancecon rises 3.89% on winning RM21.27m construction contract | The Edge Markets,2019-12-26T09:30:49+08:00,advcon 
Advancecon says to make significant progress in works for WCE | The Edge Markets,2019-08-29T09:42:50+08:00,wcehb 
Advancecon says to make significant progress in works for WCE | The Edge Markets,2019-08-29T09:42:50+08:00,advcon 
Advancecon signs PPAs with total solar generating capacity of 994 kWp | The Edge Markets,2021-01-11T22:30:51+08:00,advcon 
Advancecon signs second MoU for solar energy venture | The Edge Markets,2020-06-30T09:59:14+08:00,advcon 
"Advancecon solar arm inks third project, boosts NEM portfolio to 3,710.46 kWp | The Edge Markets",2020-07-07T15:00:19+08:00,advcon 
Advancecon ventures into solar renewable energy sector | The Edge Markets,2020-02-19T09:34:59+08:00,advcon 
Advancecon wins RM20m earthworks contract from Sime Darby Property | The Edge Markets,2021-06-01T18:22:05+08:00,sime 
Advancecon wins RM20m earthworks contract from Sime Darby Property | The Edge Markets,2021-06-01T18:22:05+08:00,advcon 
Advancecon wins RM20m earthworks contract from Sime Darby Property | The Edge Markets,2021-06-01T18:22:05+08:00,simeprop 
"Advancecon’s 30%-owned associate bags RM153.5m earthworks project in Bintulu, Sarawak | The Edge Markets",2021-03-01T14:03:00+08:00,advcon 
Advancecon's MoU with Mydin to build rooftop solar power system falls through | The Edge Markets,2021-04-05T22:57:55+08:00,advcon 
"Advcon, Acostec, AE, AppAsia, AsiaPly, Malton, Milux, MTD ACPI, Sinotop, Tambun | The Edge Markets",2020-06-05T13:34:11+08:00,appasia 
"Advcon, Acostec, AE, AppAsia, AsiaPly, Malton, Milux, MTD ACPI, Sinotop, Tambun | The Edge Markets",2020-06-05T13:34:11+08:00,malton 
"Advcon, Acostec, AE, AppAsia, AsiaPly, Malton, Milux, MTD ACPI, Sinotop, Tambun | The Edge Markets",2020-06-05T13:34:11+08:00,milux 
"Advcon, Acostec, AE, AppAsia, AsiaPly, Malton, Milux, MTD ACPI, Sinotop, Tambun | The Edge Markets",2020-06-05T13:34:11+08:00,sinotop 
"Adventa, Alam, Apex, AsiaPly, AT, CSCStel, Hartalega, Hibiscus, MBSB, N2N, Oversea, Scomi, ScomNet, Techbnd, TexChem, UOADev | The Edge Markets",2020-06-03T13:34:09+08:00,harta 
"Adventa, Alam, Apex, AsiaPly, AT, CSCStel, Hartalega, Hibiscus, MBSB, N2N, Oversea, Scomi, ScomNet, Techbnd, TexChem, UOADev | The Edge Markets",2020-06-03T13:34:09+08:00,scomi 
"Adventa, Alam, Apex, AsiaPly, AT, CSCStel, Hartalega, Hibiscus, MBSB, N2N, Oversea, Scomi, ScomNet, Techbnd, TexChem, UOADev | The Edge Markets",2020-06-03T13:34:09+08:00,adventa 
"Adventa, Carepls, HLT, MGRC, Ocncash, TAS | The Edge Markets",2020-01-29T13:22:53+08:00,adventa 
"Adventa, Cypark, Focus Point, KKB, MClean, N2N, Sasbadi, YBS | The Edge Markets",2020-01-13T13:24:25+08:00,focusp 
"Adventa, Cypark, Focus Point, KKB, MClean, N2N, Sasbadi, YBS | The Edge Markets",2020-01-13T13:24:25+08:00,sasbadi 
"Adventa, Cypark, Focus Point, KKB, MClean, N2N, Sasbadi, YBS | The Edge Markets",2020-01-13T13:24:25+08:00,adventa 
Adventa scaling up dialysis business | The Edge Markets,2019-07-22T08:44:15+08:00,adventa 
AE Multi bags RM30.9m palm oil mill contract in Sabah | The Edge Markets,2019-10-16T19:26:06+08:00,aem 
AE Multi to build factory for new glove entrant PNE PCB | The Edge Markets,2021-01-13T21:42:17+08:00,pnepcb 
AE Multi to build factory for new glove entrant PNE PCB | The Edge Markets,2021-01-13T21:42:17+08:00,aem 
AE Multi Holdings secures RM65 mil contract from Green Ocean for glove production | The Edge Markets,2021-06-30T19:09:20+08:00,gocean 
AE Multi Holdings secures RM65 mil contract from Green Ocean for glove production | The Edge Markets,2021-06-30T19:09:20+08:00,aem 
AE Multi jumps 17.7% on positive technical outlook | The Edge Markets,2020-09-04T11:23:35+08:00,aem 
"AE Multi may have completed its sideways consolidation, says RHB Retail Research | The Edge Markets",2020-09-04T08:23:57+08:00,aem 
